id,name,description,price,images,video_url,category,section,weight,stock,customisable,custom_questions,features,delivery_time_min,delivery_time_max,delivery_time_unit,instant_delivery,seller_id,status,approved_at,rejected_at,rejection_reason,approved_by,rejected_by,created_at,updated_at,exchange_available,mrp,material,care_instructions,size_options,return_available,return_days,cod_available,legal_disclaimer,two_way_delivery,size_price_options,color_options,size_charts,categories,sections,archived
2d090d65-ee32-48c4-aaa2-e464bca96fef,Courage the Cowardly Dog,"Desk decor model ",399.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1782034818740-vl2s7b.jpeg""]",,Home Decor,Trending,100.00,999999,false,,,4,7,days,false,f812ae81-e5ef-4a44-aaf6-5a84560fe8b3,approved,,,,,,2026-06-21 09:42:00.826428+00,2026-06-21 09:42:00.826428+00,false,999.00,,,,false,7,false,The actual product packaging will only contain the main figure,false,[],[],[],"[""Home Decor""]","[""Trending""]",false
2d578145-46bf-48ab-943a-3b5c1c11da07,Grifter Spider mask,3D-Printed high quality Grifter Spider Mask,1799.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1781118302588-qz7sbc.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1781118303551-nsq2x.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1781118304664-4zsywe.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1781118305633-ptwt4b.jpeg""]",,For Him,Trending,500.00,1,false,"[{""question"":""custom size requirement"",""required"":false,""answerType"":""text""}]",,4,6,days,false,f812ae81-e5ef-4a44-aaf6-5a84560fe8b3,approved,,,,,,2026-06-03 10:59:54.816873+00,2026-06-10 19:05:20.818355+00,false,5999.00,Hard Plastic (similar material used for making bike helmets) stretchable spandex fabric with premium elastic bands for wearing,,"[""S"",""M"",""L"",""XL""]",false,2,false,Actual product packaging will contain only the spider man mask,false,"[{""label"":""S"",""price"":1799},{""label"":""M"",""price"":1799},{""label"":""L"",""price"":1799},{""label"":""XL"",""price"":1799}]",[],[],"[""For Him"",""Personalized Gifts""]","[""Trending"",""Best Sellers""]",false
358e510e-3691-492f-99a7-fdd523f70a5c,"Candle ",Gdjb,40.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779261042795-idoi63.png""]",,Embroidery,handmade,13.00,100,false,,,56,86,days,false,f179477b-2cf4-44f5-aaaf-864a1c6b4327,approved,,,,,,2026-05-20 07:13:26.156435+00,2026-06-06 14:22:33.480376+00,true,67.00,,,,true,7,true,,false,[],[],[],"[""Embroidery""]","[""handmade""]",true
38856e99-1ced-446f-a5b3-cc9b90720c73,Cyber-sacred artwork,"Step into futuristic mysticism with this premium acid wash Supima t-shirt featuring an intricate cyber-sacred artwork inspired by technology, energy circuits, and spiritual symbolism. Designed for those who connect with art, music, and consciousness-driven fashion, this piece blends futuristic aesthetics with minimal luxury streetwear.",1799.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779519424610-6nbsn.jpg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779519429337-rn3f8.jpg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779519433272-sr5tid.jpg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779519437669-noxz7.jpg""]",,Other,Uni-sex Oversized T-shirt,150.00,100,false,[],,2,4,days,false,37c07e6f-d508-45e1-bc11-bc9495f032a9,approved,,,,,,2026-05-20 10:08:48.433339+00,2026-05-23 06:57:30.064513+00,false,1999.00,,,"[""S"",""M"",""L"",""XL"",""2XL""]",false,7,true,,false,"[{""label"":""S"",""price"":1799},{""label"":""M"",""price"":1799},{""label"":""L"",""price"":1799},{""label"":""XL"",""price"":1799},{""label"":""2XL"",""price"":1799}]",[],[],"[""Other""]","[""Uni-sex Oversized T-shirt""]",false
397a7450-33bf-4cb8-8d40-51faf36ddb3c,Pearl magnolia Lunar blossom hair pin(pack of 3 pin),"This is a three-piece set of handcrafted, vintage-style bridal hair accessories. Each piece is built on a gold-toned U-shaped hairpin, allowing them to be easily tucked into updos, buns, or braids. They feature central ivory or off-white flowers made from translucent, pearlescent petals that mimic the look of mother-of-pearl or resin. The flowers are accented with intricate, twisted gold wirework configured into delicate leaves, sprigs of clear glass bugle beads, and smaller teardrop-shaped pearlescent buds.",849.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779014309041-9m53u.png"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779014313682-pbzxie.png"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779014334424-fvex3j.png""]",,Jewelry,Hair Accessories,10.00,3,false,,"[""Ultra Light weight""]",6,8,days,false,5752294a-cf18-46cd-86eb-465ffcbe7bd0,approved,,,,,,2026-05-17 10:49:43.875229+00,2026-05-17 10:49:43.875229+00,false,1299.00,"Resin, copper ,resin pigment",Stay away from perfume and keep at ziplock pocket,,false,7,true,,false,[],[],[],"[""Jewelry"",""Resin Art""]","[""Hair Accessories""]",false
3c90e7ab-dc5a-4869-94bd-a0fff83c0ecb,Resin Nameplate,A customised Resin Nameplate with golden crystals and golden dust with. A crystal white base.,3600.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779798261904-9v0y1j.jpeg""]",,Resin Art,Best Sellers,450.00,1,true,[],,5,8,days,false,c3b6aef6-88f0-4dbc-8654-a25a748eddfa,approved,,,,,,2026-05-26 12:33:54.540747+00,2026-05-26 12:35:25.762306+00,false,3600.00,"Epoxy Resin, golden crystals, a golden dust, Ganpati Bappa",Place carefully while hanging it on the wall.,[],false,7,false,,false,[],[],[],"[""Resin Art"",""Home Decor"",""Gift Hampers""]","[""Best Sellers"",""Featured""]",false
412eed3d-ed8a-4a47-b5b6-00f7cb155f92,I 💕 U - Bouquet,"A heartfelt handmade bouquet created to celebrate love, warmth, and special moments with your loved ones. A timeless gift that stays beautiful forever",1700.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779182967324-vbebr9.jpeg""]",,Crochet,Featured,500.00,5,false,,,5,7,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 09:30:36.80085+00,2026-05-19 09:30:36.80085+00,false,1700.00,,,,false,7,false,,false,[],[],[],"[""Crochet""]","[""Featured""]",false
434d3c2e-d25d-489b-a6c3-bb1043d15489,Sunshine Petals Crochet Arrangement,"Bright and cheerful, this handmade crochet sunflower basket
also includes dairy milk(2)
5star(2)",1699.98,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779185620089-sxo5ht.jpeg""]",,Crochet,New Arrivals,1500.00,2,true,,,6,8,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 10:15:58.488614+00,2026-06-18 07:33:08.090033+00,false,1998.99,,,,false,7,false,,false,[],[],[],"[""Crochet"",""Gift Hampers""]","[""New Arrivals""]",true
440ce4f8-5a5e-488a-b249-ab21a3139e5b,Toe Bag,A customised tote bag that reflects Girlhood and a soft glaze for a women.,400.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779796554664-setd67.jpeg""]",,Painting,New Arrivals,250.00,1,true,"[{""question"":""Which design would you prefer to be painted on totebag"",""required"":false,""answerType"":""text""}]",,3,6,days,false,c3b6aef6-88f0-4dbc-8654-a25a748eddfa,approved,,,,,,2026-05-26 12:03:54.307803+00,2026-06-06 05:46:45.402523+00,false,400.00,A Muslim fabric Tote bag including fabric colours and a colour fixer spray on it.,Do not wash with hot water or use brush while washing.,,false,7,false,,false,[],[],[],"[""Painting"",""For Her"",""Other""]","[""New Arrivals""]",false
44e6a95f-203f-4940-b189-046cfa06652f,Sunflower and lily bouquet,"Elegant, sustainable, and beautifully handcrafted",1350.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779183783806-1nizyr.jpeg""]",,Crochet,Best Sellers,600.00,3,true,[],,5,7,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 09:53:28.630921+00,2026-06-04 04:52:23.615399+00,false,1500.00,,,[],false,7,false,,false,[],[],[],"[""Crochet""]","[""Best Sellers""]",false
46c2a70a-558f-4d63-9436-3be5471523e4,Bluebell Blossom Crochet Vase,"A delicate handmade crochet flower arrangement featuring elegant blue blossoms beautifully displayed in a charming crochet vase with floral detailing. Designed to add warmth, color, and timeless beauty to any space, this piece is perfect for home décor, gifting, desk decoration, or special occasions. Carefully crafted with soft yarn and intricate stitches, this everlasting floral arrangement brings a cozy handmade touch that never fades.",699.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779187381385-eahdk.jpeg""]",,Crochet,Featured,300.00,4,true,[],,5,6,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 10:43:47.632253+00,2026-05-19 14:58:28.789485+00,false,799.00,,,[],false,7,false,,false,[],[],[],"[""Crochet"",""Home Decor""]","[""Featured""]",false
4ac8b2fe-e68a-4079-bab4-0ccb29fb24c6,Kunchi Ocean,"✨ Luxury 100% Pure Cotton Kunchi✨ Handcrafted with Premium fabrics, soft textures, and delicate detailing — designed to bring a timeless, elegant touch to Montessori spaces, kids’ rooms, hampers, and décor. Each piece is uniquely handmade with love and carefully selected prints.",250.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1778775377079-b5gfj4.png"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1778775381490-z0v493.png"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1778775386191-qcycyti.png"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1778775389931-jh3ng8.png""]",,For Kids,Featured,150.00,1,false,,,2,5,days,false,fff5f635-e8fa-4a64-a04d-dfe679dce05d,approved,,,,,,2026-05-14 16:16:47.459332+00,2026-05-14 16:16:47.459332+00,false,300.00,,,,false,7,true,,false,[],[],[],"[""For Kids"",""Other""]","[""Featured""]",false
4b951008-caec-4729-81e2-e91e270bf2b6,Crochet tulip bouquet (pink),"Handcrafted with care, this crochet flower bouquet brings everlasting charm to any space. A perfect blend of elegance and creativity, ideal for gifting or home décor",2499.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779177710522-r1umb8.jpeg""]",,Crochet,Trending,600.00,5,true,,,4,4,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 08:15:02.45627+00,2026-05-19 08:15:02.45627+00,true,2650.01,,,,false,7,false,,false,[],[],[],"[""Crochet""]","[""Trending""]",false
4de63dc2-c2ed-47b0-864a-1d2199484a21,Flower basket,Add a cozy and artistic touch to your home with these decorative flower basket,2400.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779181184488-qd23xq.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779181188619-uib8ua.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779181191203-me43br.jpeg""]",,Crochet,New Arrivals,900.00,2,true,,,6,8,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 09:28:13.833545+00,2026-05-19 09:28:13.833545+00,false,2499.00,,,,false,7,false,,false,[],[],[],"[""Crochet"",""Gift Hampers"",""Personalized Gifts"",""Home Decor""]","[""New Arrivals""]",false
4e85da57-2847-43c0-9113-66b33d0dead4,"Resin Rose Jhumka ","Preserved rose petals in Jhumkas ",350.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779794866238-7mkkriu.jpeg""]",,Resin Art,Best Sellers,40.00,1,false,,"[""Rosepetals"",""Purple Gypsy""]",4,6,days,false,c3b6aef6-88f0-4dbc-8654-a25a748eddfa,approved,,,,,,2026-05-26 11:35:41.217902+00,2026-05-26 11:35:41.217902+00,false,350.00,"Gypsy and silver dust ","Handle with care ",,false,7,false,"Do handle it with care ",true,[],"[{""name"":""Purple gypsy"",""image"":""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/product-color-options/1779795263846-ugsrhg.jpeg""}]",[],"[""Resin Art"",""For Her""]","[""Best Sellers"",""Trending"",""New Arrivals""]",false
54de58db-dec2-42a8-be5e-33c3bc52846d,Carnation flower candle,"Mini soy wax candle, Sculptural Candle, Aesthetic candle, Home decor, Gift for her, Baby shower",199.00,"[""https://res.cloudinary.com/dr5jhntkh/image/upload/v1777625079/products/zcfsjgdkqz4iptprvdva.png""]",,Candles,handmade,249.00,64,false,,,7,7,days,false,f179477b-2cf4-44f5-aaaf-864a1c6b4327,approved,,,,,,2026-05-01 08:44:40.806297+00,2026-06-04 13:51:14.610599+00,true,398.99,handmade,,,true,7,true,,false,[],[],[],"[""Candles""]","[""handmade""]",true
58005915-f24d-40c1-8472-a3a7ca3fac06,Resin Rose Ring,Pink crushed roses preserved in a ring with a golden dust.,160.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779799992410-n1nkdo.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779800143576-600jva.jpeg"",""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779800147482-pdlzht.jpeg""]",,Resin Art,Jewellery,20.00,1,false,[],,4,6,days,false,c3b6aef6-88f0-4dbc-8654-a25a748eddfa,approved,,,,,,2026-05-26 12:57:11.611071+00,2026-05-26 13:37:07.072188+00,false,160.00,,Do not spray a perfume also don’t use it on water.,[],false,7,false,,true,[],[],[],"[""Resin Art"",""Jewelry"",""For Her""]","[""Jewellery""]",false
583ee8d9-0413-488d-8bc7-94aa86570535,"Resin Couple Coaster ",4 inches Resin coaster also can be customised.Including Wooden stand and a message card.,550.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779793340312-yqq462.jpeg""]",,Resin Art,Best Sellers,150.00,1,true,"[{""question"":""Would You like to add a quote"",""required"":true,""answerType"":""text""}]","[""Customised""]",4,6,days,false,c3b6aef6-88f0-4dbc-8654-a25a748eddfa,approved,,,,,,2026-05-26 11:25:33.434927+00,2026-06-06 05:47:05.040164+00,false,550.00,Epoxy Resin,"Carry with care as it’s glass appearance if it will fall it may break! ","[""4 inches mold"",""6 inches""]",false,7,false,Handle with Care,false,"[{""label"":""4 inches mold"",""price"":550},{""label"":""6 inches"",""price"":1100}]","[{""name"":""Pastel pink and crystal white shade"",""image"":""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/product-color-options/1779794620058-vth4oq.jpeg""}]",[],"[""Resin Art"",""Personalized Gifts""]","[""Best Sellers"",""Trending""]",false
5fee8a25-5840-4d3b-ad60-a987803d8dfa,Crochet lily bouquet (PINK),Tulip Bouquet pink : 2 pink and 1 leaf stick. tulip backed in pink and white sheet,999.00,"[""https://umnizxayjwnknetaspxg.supabase.co/storage/v1/object/public/uploads/products/1779180811245-bm2gbs.jpeg""]",,Crochet,Featured,550.00,3,true,,,3,5,days,false,3226b96c-1e63-4198-aee8-55e4cd1fcf11,approved,,,,,,2026-05-19 08:58:01.61064+00,2026-05-19 08:58:01.61064+00,false,1199.00,,,,false,7,false,,false,[],[],[],"[""Crochet"",""Home Decor"",""Personalized Gifts"",""Gift Hampers""]","[""Featured""]",false
